HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,Input.lang,Answer.city,Answer.answer4,Answer.region,Answer.answer10,Answer.answer5,Answer.browserInfo,Answer.country,Answer.answer6,Answer.answer7,Answer.ipAddress,Answer.answer8,Answer.answer9,Answer.userDisplayLanguage,Answer.lang,Answer.answer1,Answer.answer2,Answer.answer3,Approve,Reject
3WXASQ43MBRGH4X9WX8Z,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:23 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:23 GMT 2010,0,,3WXASQ43MBRGH4X9WX8Z7Y2AWHYBTGHZZY8BHZV0,11,Submitted,Thu Jan 14 22:55:06 GMT 2010,Thu Jan 14 23:04:53 GMT 2010,Fri Jan 15 23:04:53 GMT 2010,,,,587,21,San Jose,10000100,California,101001000,100100100,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; yie8),United States,10000100,100101000,68.121.164.255,10100100,100100100,undefined,21,101001010,10010100,10101000,,
3WXASQ43MBRGH4X9WX8Z,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:23 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:23 GMT 2010,0,,3WXASQ43MBRGH4X9WX8ZEZH0KSZE92BZ2VY26WCZ,12,Submitted,Fri Jan 15 02:15:12 GMT 2010,Fri Jan 15 02:23:45 GMT 2010,Sat Jan 16 02:23:45 GMT 2010,,,,513,21,Indianapolis,1110101101,Indiana,1110101110,1110101110,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET CLR 1.1.4322),United States,1110101101,1110110110,76.240.215.153,10110101110,1101101110,undefined,21,1101110110,10111101110,1110110110,,
5YQT38YSGWTZHXYVHV6Z,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:22 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:22 GMT 2010,19,,5YQT38YSGWTZHXYVHV6Z6RF4ZF9MZXHAYBYMN2F0,13,Submitted,Thu Jan 14 20:02:03 GMT 2010,Thu Jan 14 20:12:02 GMT 2010,Fri Jan 15 20:12:02 GMT 2010,,,,599,17,Sacramento,1000101000,California,1000101100,1010001000,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1.7) Gecko/20091221 Firefox/3.5.7,United States,1000101000,1000101000,76.245.106.110,1000101000,1000101000,en-US,17,1000101010,1000101000,1000101000,,
5YQT38YSGWTZHXYVHV6Z,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:22 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:22 GMT 2010,19,,5YQT38YSGWTZHXYVHV6Z7ZFET7YXJWRA3CNX51YZ,14,Submitted,Thu Jan 14 19:04:03 GMT 2010,Thu Jan 14 19:12:41 GMT 2010,Fri Jan 15 19:12:41 GMT 2010,,,,518,17,Orillia,1000101000,Ontario,1010101010,1000101010,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/3.0.195.38 Safari/532.0",Canada,1010101010,1010101010,69.199.185.102,1010101010,1010101010,en-US,17,1000101000,1000101000,1000101000,,
5YQT38YSGWTZHXYVHV6Z,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:22 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:22 GMT 2010,19,,5YQT38YSGWTZHXYVHV6ZBXDPNJY12A5ZRKYVFZD0,15,Submitted,Thu Jan 14 19:05:39 GMT 2010,Thu Jan 14 19:12:45 GMT 2010,Fri Jan 15 19:12:45 GMT 2010,,,,426,17,New York,1001001010,New York,1000101010,1000101011,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB6.3; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),United States,1001101010,1001010010,24.103.53.202,1001010100,1001000010,undefined,17,1001010101,1000001011,1100101010,,
7XGZZ5Z8JYPWYQYSWZD0,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:22 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:22 GMT 2010,26,,7XGZZ5Z8JYPWYQYSWZD01B9ZVEW30Y1ZTJDZH3ZZ,16,Submitted,Thu Jan 14 18:19:50 GMT 2010,Thu Jan 14 18:22:55 GMT 2010,Fri Jan 15 18:22:55 GMT 2010,,,,185,9,Chicago,100100100,Illinois,1010010100,100100100,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.17) Gecko/2009122116 Firefox/3.0.17 GTB6,United States,100100100,100100100,165.68.102.79,101010100,1001010100,en-US,9,100100100,100100100,100010010,,
7XGZZ5Z8JYPWYQYSWZD0,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:22 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:22 GMT 2010,26,,7XGZZ5Z8JYPWYQYSWZD07Z5ZWSWV7ZJZ1F9TATG0,17,Submitted,Thu Jan 14 18:17:45 GMT 2010,Thu Jan 14 18:26:56 GMT 2010,Fri Jan 15 18:26:56 GMT 2010,,,,551,9,New Rochelle,100100100,New York,10010010,100100100,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30618),United States,100100100,100100100,98.113.130.140,100100100,1001001000,undefined,9,100100100,100100010,100100100,,
7XGZZ5Z8JYPWYQYSWZD0,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:22 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:22 GMT 2010,26,,7XGZZ5Z8JYPWYQYSWZD0RB2ZSGHCTV8ZY90V6X9Z,18,Submitted,Thu Jan 14 18:26:05 GMT 2010,Thu Jan 14 18:31:46 GMT 2010,Fri Jan 15 18:31:46 GMT 2010,,,,341,9,Meridian,1000111010,Mississippi,1000101010,10100000,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.7) Gecko/20091221 Firefox/3.5.7 (.NET CLR 3.5.30729),United States,11010101010,1010101010,75.64.25.141,11010101010,1011010100,en-US,9,1010101010,1010101010,1010101010,,
8XCWT79R8KFTGCYGJW30,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:22 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:22 GMT 2010,6,,8XCWT79R8KFTGCYGJW301V7ZY8YBDAXZYJGJ9Y80,19,Submitted,Thu Jan 14 23:13:03 GMT 2010,Thu Jan 14 23:20:58 GMT 2010,Fri Jan 15 23:20:58 GMT 2010,,,,475,12,San Jose,1010100010,California,10100010,1010101010,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; yie8),United States,10101010,1010101010,68.121.164.255,1000101000,10010010,undefined,12,10101000,10100010,100100010,,
8XCWT79R8KFTGCYGJW30,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:22 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:22 GMT 2010,6,,8XCWT79R8KFTGCYGJW30HVVZVXHTKW9Z52YB6AQZ,20,Submitted,Fri Jan 15 00:08:49 GMT 2010,Fri Jan 15 00:13:03 GMT 2010,Sat Jan 16 00:13:03 GMT 2010,,,,254,12,Zacatecas,NA,Zacatecas,NA,NA,Mozilla/5.0 (Windows; U; Windows NT 5.1; es-ES; rv:1.9.0.17) Gecko/2009122116 Firefox/3.0.17 (.NET CLR 3.5.30729),Mexico,NA,NA,187.131.113.252,NA,NA,es-ES,12,NA,NA,NA,,
8XCWT79R8KFTGCYGJW30,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:22 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:22 GMT 2010,6,,8XCWT79R8KFTGCYGJW30KX9ZTHZVWWBZYJYH1XK0,21,Submitted,Fri Jan 15 00:17:54 GMT 2010,Fri Jan 15 00:23:52 GMT 2010,Sat Jan 16 00:23:52 GMT 2010,,,,358,12,Portland,100100100,Oregon,100100100,100100100,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.1.6) Gecko/20091215 Ubuntu/9.10 (karmic) Firefox/3.5.6,United States,10101010,100100100,67.42.232.37,1100101100,10100100,en-US,12,1010101100,100100100,100100100,,
929GQ6ZWHAQZHYZR4YG0,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:23 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:23 GMT 2010,9,,929GQ6ZWHAQZHYZR4YG02ZDZMPR7ZWQ41390BXE0,22,Submitted,Thu Jan 14 20:22:30 GMT 2010,Thu Jan 14 20:31:01 GMT 2010,Fri Jan 15 20:31:01 GMT 2010,,,,511,19,Binghamton,100100100,New York,100100100,100100100,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; InfoPath.2; .NET CLR 3.0.30729),United States,100100100,100100100,69.205.181.101,100100100,100100100,undefined,19,100100100,100100100,100100100,,
929GQ6ZWHAQZHYZR4YG0,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:23 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:23 GMT 2010,9,,929GQ6ZWHAQZHYZR4YG0SZ5WHKZ261WZKA5QQWMZ,23,Submitted,Thu Jan 14 23:32:02 GMT 2010,Thu Jan 14 23:40:25 GMT 2010,Fri Jan 15 23:40:25 GMT 2010,,,,503,19,San Jose,100100100,California,100100100,100100100,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; yie8),United States,100101000,100100100,68.121.164.255,100100100,100100100,undefined,19,100100100,100010000,100100100,,
929GQ6ZWHAQZHYZR4YG0,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:23 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:23 GMT 2010,9,,929GQ6ZWHAQZHYZR4YG0TBTYT8ZXC1WA25SRQR60,24,Submitted,Thu Jan 14 20:16:57 GMT 2010,Thu Jan 14 20:24:30 GMT 2010,Fri Jan 15 20:24:30 GMT 2010,,,,453,19,Neenah,100100100,Wisconsin,1100101100,1100101101,Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.8) Gecko/2009032609 Firefox/3.0.8 (.NET CLR 3.5.30729),United States,100101100,1101001100,67.52.210.61,100100110,101100100,en-US,19,101010101,101001010,100100100,,
9WPRGZYNB88ZPAZDDB40,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:22 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:22 GMT 2010,11,,9WPRGZYNB88ZPAZDDB40KS2ZV6Z00GSZNN1P7JNZ,25,Submitted,Thu Jan 14 20:14:11 GMT 2010,Thu Jan 14 20:19:13 GMT 2010,Fri Jan 15 20:19:13 GMT 2010,,,,302,13,Lowell,1010100110,Arkansas,1010100100,1010101010,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.7) Gecko/20091221 Firefox/3.5.7 (.NET CLR 3.5.30729),United States,10100010,1010100101,75.13.168.94,1010100110,1010100010,en-US,13,1010001010,1010100100,1010101010,,
9WPRGZYNB88ZPAZDDB40,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:22 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:22 GMT 2010,11,,9WPRGZYNB88ZPAZDDB40PT6Z7YZHH1WTHX5ES8XZ,26,Submitted,Thu Jan 14 23:20:26 GMT 2010,Thu Jan 14 23:27:21 GMT 2010,Fri Jan 15 23:27:21 GMT 2010,,,,415,13,San Jose,10001010,California,10101010,10001010,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; yie8),United States,10100010,10100010,68.121.164.255,10001010,10100010,undefined,13,10101010,10101010,10101010,,
9WPRGZYNB88ZPAZDDB40,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:22 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:22 GMT 2010,11,,9WPRGZYNB88ZPAZDDB40PZ3T20XV9X3R2X8M7Y10,27,Submitted,Thu Jan 14 18:31:58 GMT 2010,Thu Jan 14 18:40:48 GMT 2010,Fri Jan 15 18:40:48 GMT 2010,,,,530,13,Bucharest,1010100010,Bucuresti,100101010,1000101000,Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.1.7) Gecko/20091221 Firefox/3.5.7 (.NET CLR 3.5.30729),Romania,1010101010,10101000,89.136.97.88,1010100100,1010101010,en-US,13,1010001000,1010101000,10101000,,
9ZBRRJY0JWSZV9430XD0,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:22 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:22 GMT 2010,13,,9ZBRRJY0JWSZV9430XD05Y1ZZYYCZZEZ7SNV6ZQ0,28,Submitted,Thu Jan 14 22:10:35 GMT 2010,Thu Jan 14 22:17:57 GMT 2010,Fri Jan 15 22:17:57 GMT 2010,,,,442,11,,10010010,,10010010,10001010,,,10100010,10100010,,10010010,10010010,,11,10001000,10001000,10101000,,
9ZBRRJY0JWSZV9430XD0,2WJZY3XTYR4Z3Q9ZBY00,Listening puzzle,Listen to a strange language for a few minutes -- after a while you may be able to recognize the words. PLEASE DO THIS HIT ONLY ONCE.,"language, sound, listening, game",$0.50 ,Thu Jan 14 18:14:22 GMT 2010,3,,3600,86400,Fri Jan 15 18:14:22 GMT 2010,13,,9ZBRRJY0JWSZV9430XD09XS8R4X3EJ186BZ1A8N0,29,Submitted,Thu Jan 14 21:00:07 GMT 2010,Thu Jan 14 21:11:58 GMT 2010,Fri Jan 15 21:11:58 GMT 2010,,,,711,11,Sterling Heights,10110,Michigan,0,10100110,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.7) Gecko/20091221 Firefox/2.0.0.11;MEGAUPLOAD 1.0 (.NET CLR 3.5.30729),United States,110000110,0,71.238.73.131,0,0,en-US,11,0,0,10100000000,,
